Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR5127538,WGS,199,2465618044,PRJNA319574,SAMN06110241,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1006476503,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441816,Netherlands,Europe,Netherlands,Homo sapiens,HV507,Illumina HiSeq 2000,Missing,G88974_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88974,SRP095580
SRR5127539,WGS,195,2517781970,PRJNA319574,SAMN06110366,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1244061080,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441817,Netherlands,Europe,Netherlands,Homo sapiens,HV248,Illumina HiSeq 2000,Missing,G89113_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89113,SRP095580
SRR5127540,WGS,197,2619318307,PRJNA319574,SAMN06110022,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1885441388,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441818,Netherlands,Europe,Netherlands,Homo sapiens,HV026,Illumina HiSeq 2000,Missing,G88725_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88725,SRP095580
SRR5127541,WGS,198,2539429614,PRJNA319574,SAMN06110448,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1346874584,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441819,Netherlands,Europe,Netherlands,Homo sapiens,HV313,Illumina HiSeq 2000,Missing,G89256_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89256,SRP095580
SRR5127542,WGS,198,2977708503,PRJNA319574,SAMN06110375,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1576851555,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441820,Netherlands,Europe,Netherlands,Homo sapiens,HV199,Illumina HiSeq 2000,Missing,G89123_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89123,SRP095580
SRR5127543,WGS,199,4635605474,PRJNA319574,SAMN06110373,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2452598019,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441821,Netherlands,Europe,Netherlands,Homo sapiens,HV251,Illumina HiSeq 2000,Missing,G89121_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89121,SRP095580
SRR5127544,WGS,197,6192459014,PRJNA319574,SAMN06110260,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2555655206,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441822,Netherlands,Europe,Netherlands,Homo sapiens,HV338,Illumina HiSeq 2000,Missing,G88994_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88994,SRP095580
SRR5127545,WGS,198,4034378212,PRJNA319574,SAMN06110429,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2901733017,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441823,Netherlands,Europe,Netherlands,Homo sapiens,HV114,Illumina HiSeq 2000,Missing,G89182_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89182,SRP095580
SRR5127546,WGS,198,2709216474,PRJNA319574,SAMN06110431,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1977403892,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441824,Netherlands,Europe,Netherlands,Homo sapiens,HV047,Illumina HiSeq 2000,Missing,G89185_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89185,SRP095580
SRR5127547,WGS,195,2251812621,PRJNA319574,SAMN06110144,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1133230212,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441825,Netherlands,Europe,Netherlands,Homo sapiens,HV265,Illumina HiSeq 2000,Missing,G88869_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88869,SRP095580
SRR5127548,WGS,198,2907890725,PRJNA319574,SAMN06110043,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2122095061,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441826,Netherlands,Europe,Netherlands,Homo sapiens,HV307,Illumina HiSeq 2000,Missing,G88751_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88751,SRP095580
SRR5127549,WGS,198,2616648450,PRJNA319574,SAMN06110118,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1074146954,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441827,Netherlands,Europe,Netherlands,Homo sapiens,HV203,Illumina HiSeq 2000,Missing,G88839_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88839,SRP095580
SRR5127550,WGS,198,1779462205,PRJNA319574,SAMN06110097,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",730735240,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441828,Netherlands,Europe,Netherlands,Homo sapiens,HV193,Illumina HiSeq 2000,Missing,G88815_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88815,SRP095580
SRR5127551,WGS,198,3326522763,PRJNA319574,SAMN06110134,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1756152180,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441829,Netherlands,Europe,Netherlands,Homo sapiens,HV095,Illumina HiSeq 2000,Missing,G88856_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88856,SRP095580
SRR5127552,WGS,198,4560239392,PRJNA319574,SAMN06110170,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3306673533,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441830,Netherlands,Europe,Netherlands,Homo sapiens,HV089,Illumina HiSeq 2000,Missing,G88895_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88895,SRP095580
SRR5127553,WGS,198,3190613161,PRJNA319574,SAMN06110447,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2304526793,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441831,Netherlands,Europe,Netherlands,Homo sapiens,HV272,Illumina HiSeq 2000,Missing,G89255_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89255,SRP095580
SRR5127554,WGS,198,2699554497,PRJNA319574,SAMN06110096,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1465588411,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441832,Netherlands,Europe,Netherlands,Homo sapiens,HV051,Illumina HiSeq 2000,Missing,G88814_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88814,SRP095580
SRR5127555,WGS,198,2833040855,PRJNA319574,SAMN06110250,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2061985369,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441833,Netherlands,Europe,Netherlands,Homo sapiens,HV519,Illumina HiSeq 2000,Missing,G88983_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88983,SRP095580
SRR5127556,WGS,195,2968832323,PRJNA319574,SAMN06110063,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1430573258,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441834,Netherlands,Europe,Netherlands,Homo sapiens,HV016,Illumina HiSeq 2000,Missing,G88776_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88776,SRP095580
SRR5127557,WGS,197,2783288249,PRJNA319574,SAMN06110186,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1149718528,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441835,Netherlands,Europe,Netherlands,Homo sapiens,HV464,Illumina HiSeq 2000,Missing,G88913_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88913,SRP095580
SRR5127558,WGS,198,2683138984,PRJNA319574,SAMN06110138,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1459168860,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441836,Netherlands,Europe,Netherlands,Homo sapiens,HV135,Illumina HiSeq 2000,Missing,G88861_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88861,SRP095580
SRR5127559,WGS,199,4319679956,PRJNA319574,SAMN06110331,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2294728138,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441837,Netherlands,Europe,Netherlands,Homo sapiens,HV424,Illumina HiSeq 2000,Missing,G89071_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89071,SRP095580
SRR5127560,WGS,199,4035358882,PRJNA319574,SAMN06110356,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1622072275,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441838,Netherlands,Europe,Netherlands,Homo sapiens,HV232,Illumina HiSeq 2000,Missing,G89100_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89100,SRP095580
SRR5127561,WGS,199,2983246495,PRJNA319574,SAMN06110087,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1596230260,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441839,Netherlands,Europe,Netherlands,Homo sapiens,HV186,Illumina HiSeq 2000,Missing,G88804_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88804,SRP095580
SRR5127562,WGS,198,3397186986,PRJNA319574,SAMN06110362,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1387860637,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441840,Netherlands,Europe,Netherlands,Homo sapiens,HV295,Illumina HiSeq 2000,Missing,G89108_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89108,SRP095580
SRR5127563,WGS,195,2986862821,PRJNA319574,SAMN06110202,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1471699098,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441841,Netherlands,Europe,Netherlands,Homo sapiens,HV468,Illumina HiSeq 2000,Missing,G88929_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88929,SRP095580
SRR5127564,WGS,198,2979725499,PRJNA319574,SAMN06110234,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2171237996,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441842,Netherlands,Europe,Netherlands,Homo sapiens,HV449,Illumina HiSeq 2000,Missing,G88966_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88966,SRP095580
SRR5127565,WGS,198,3027366973,PRJNA319574,SAMN06110057,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1575203648,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441843,Netherlands,Europe,Netherlands,Homo sapiens,HV005,Illumina HiSeq 2000,Missing,G88769_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88769,SRP095580
SRR5127566,WGS,198,4403487598,PRJNA319574,SAMN06110443,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3217695235,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441844,Netherlands,Europe,Netherlands,Homo sapiens,HV327,Illumina HiSeq 2000,Missing,G89250_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89250,SRP095580
SRR5127567,WGS,198,4419364906,PRJNA319574,SAMN06110082,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3196328645,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441845,Netherlands,Europe,Netherlands,Homo sapiens,HV132,Illumina HiSeq 2000,Missing,G88796_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88796,SRP095580
SRR5127568,WGS,198,3672641624,PRJNA319574,SAMN06110412,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2670037451,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441846,Netherlands,Europe,Netherlands,Homo sapiens,HV160,Illumina HiSeq 2000,Missing,G89163_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89163,SRP095580
SRR5127569,WGS,195,2152491944,PRJNA319574,SAMN06110437,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1080041246,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441847,Netherlands,Europe,Netherlands,Homo sapiens,HV094,Illumina HiSeq 2000,Missing,G89195_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89195,SRP095580
SRR5127570,WGS,195,2735440635,PRJNA319574,SAMN06110201,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1361629833,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441848,Netherlands,Europe,Netherlands,Homo sapiens,HV467,Illumina HiSeq 2000,Missing,G88928_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88928,SRP095580
SRR5127571,WGS,198,5156130677,PRJNA319574,SAMN06110320,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3732120089,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441849,Netherlands,Europe,Netherlands,Homo sapiens,HV418,Illumina HiSeq 2000,Missing,G89059_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89059,SRP095580
SRR5127572,WGS,199,2080981575,PRJNA319574,SAMN06110099,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",861482320,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441850,Netherlands,Europe,Netherlands,Homo sapiens,HV191,Illumina HiSeq 2000,Missing,G88818_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88818,SRP095580
SRR5127573,WGS,197,2524709492,PRJNA319574,SAMN06110151,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1044940923,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441851,Netherlands,Europe,Netherlands,Homo sapiens,HV306,Illumina HiSeq 2000,Missing,G88876_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88876,SRP095580
SRR5127574,WGS,199,2496345171,PRJNA319574,SAMN06110142,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1011254444,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441852,Netherlands,Europe,Netherlands,Homo sapiens,HV122,Illumina HiSeq 2000,Missing,G88866_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88866,SRP095580
SRR5127575,WGS,198,3676271191,PRJNA319574,SAMN06110205,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1941814837,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441853,Netherlands,Europe,Netherlands,Homo sapiens,HV471,Illumina HiSeq 2000,Missing,G88932_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88932,SRP095580
SRR5127576,WGS,199,2575663489,PRJNA319574,SAMN06110059,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1048004654,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441854,Netherlands,Europe,Netherlands,Homo sapiens,HV011,Illumina HiSeq 2000,Missing,G88771_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88771,SRP095580
SRR5127577,WGS,197,2216290343,PRJNA319574,SAMN06110148,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",918773908,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441855,Netherlands,Europe,Netherlands,Homo sapiens,HV113,Illumina HiSeq 2000,Missing,G88873_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88873,SRP095580
SRR5127578,WGS,199,3148697090,PRJNA319574,SAMN06110338,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1276464877,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441856,Netherlands,Europe,Netherlands,Homo sapiens,HV441,Illumina HiSeq 2000,Missing,G89079_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89079,SRP095580
SRR5127579,WGS,197,2671638710,PRJNA319574,SAMN06110410,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1095060191,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441857,Netherlands,Europe,Netherlands,Homo sapiens,HV155,Illumina HiSeq 2000,Missing,G89161_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89161,SRP095580
SRR5127580,WGS,198,2587164360,PRJNA319574,SAMN06110140,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1404665869,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441858,Netherlands,Europe,Netherlands,Homo sapiens,HV141,Illumina HiSeq 2000,Missing,G88863_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88863,SRP095580
SRR5127581,WGS,196,2930223124,PRJNA319574,SAMN06110398,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1449532357,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441859,Netherlands,Europe,Netherlands,Homo sapiens,HV131,Illumina HiSeq 2000,Missing,G89148_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89148,SRP095580
SRR5127582,WGS,197,1790325167,PRJNA319574,SAMN06110434,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",744642660,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441860,Netherlands,Europe,Netherlands,Homo sapiens,HV058,Illumina HiSeq 2000,Missing,G89189_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89189,SRP095580
SRR5127583,WGS,199,2321823510,PRJNA319574,SAMN06110430,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",855844381,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441861,Netherlands,Europe,Netherlands,Homo sapiens,HV077,Illumina HiSeq 2000,Missing,G89184_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89184,SRP095580
SRR5127584,WGS,199,2165703978,PRJNA319574,SAMN06110044,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",883450745,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441862,Netherlands,Europe,Netherlands,Homo sapiens,HV054,Illumina HiSeq 2000,Missing,G88753_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88753,SRP095580
SRR5127585,WGS,199,2908191983,PRJNA319574,SAMN06110258,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1540801580,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441863,Netherlands,Europe,Netherlands,Homo sapiens,HV224,Illumina HiSeq 2000,Missing,G88992_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88992,SRP095580
SRR5127586,WGS,199,3138441464,PRJNA319574,SAMN06110242,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1636513251,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441864,Netherlands,Europe,Netherlands,Homo sapiens,HV510,Illumina HiSeq 2000,Missing,G88975_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88975,SRP095580
